"STAROSTNE SKUPINE";"IZOBRAZBA MATERE";"LETO";"VRSTNI RED ROJSTVA";Živorojeni
"40-44 let";"Visokošolska 2. stopnje ipd.";"2018";"Prvo rojstvo";82
"40-44 let";"Visokošolska 2. stopnje ipd.";"2018";"Drugo rojstvo";71
"40-44 let";"Visokošolska 2. stopnje ipd.";"2018";"Tretje rojstvo ali veè";67
"40-44 let";"Visokošolska 3. stopnje ipd.";"2010";"Prvo rojstvo";10
"40-44 let";"Visokošolska 3. stopnje ipd.";"2010";"Drugo rojstvo";9
"40-44 let";"Visokošolska 3. stopnje ipd.";"2010";"Tretje rojstvo ali veè";10
"40-44 let";"Visokošolska 3. stopnje ipd.";"2011";"Prvo rojstvo";11
"40-44 let";"Visokošolska 3. stopnje ipd.";"2011";"Drugo rojstvo";16
"40-44 let";"Visokošolska 3. stopnje ipd.";"2011";"Tretje rojstvo ali veè";11
"40-44 let";"Visokošolska 3. stopnje ipd.";"2012";"Prvo rojstvo";11
"40-44 let";"Visokošolska 3. stopnje ipd.";"2012";"Drugo rojstvo";15
"40-44 let";"Visokošolska 3. stopnje ipd.";"2012";"Tretje rojstvo ali veè";14
"40-44 let";"Visokošolska 3. stopnje ipd.";"2013";"Prvo rojstvo";19
"40-44 let";"Visokošolska 3. stopnje ipd.";"2013";"Drugo rojstvo";14
"40-44 let";"Visokošolska 3. stopnje ipd.";"2013";"Tretje rojstvo ali veè";13
"40-44 let";"Visokošolska 3. stopnje ipd.";"2014";"Prvo rojstvo";14
"40-44 let";"Visokošolska 3. stopnje ipd.";"2014";"Drugo rojstvo";15
"40-44 let";"Visokošolska 3. stopnje ipd.";"2014";"Tretje rojstvo ali veè";13
"40-44 let";"Visokošolska 3. stopnje ipd.";"2015";"Prvo rojstvo";25
"40-44 let";"Visokošolska 3. stopnje ipd.";"2015";"Drugo rojstvo";22
"40-44 let";"Visokošolska 3. stopnje ipd.";"2015";"Tretje rojstvo ali veè";16
"40-44 let";"Visokošolska 3. stopnje ipd.";"2016";"Prvo rojstvo";21
"40-44 let";"Visokošolska 3. stopnje ipd.";"2016";"Drugo rojstvo";26
"40-44 let";"Visokošolska 3. stopnje ipd.";"2016";"Tretje rojstvo ali veè";18
"40-44 let";"Visokošolska 3. stopnje ipd.";"2017";"Prvo rojstvo";25
"40-44 let";"Visokošolska 3. stopnje ipd.";"2017";"Drugo rojstvo";22
"40-44 let";"Visokošolska 3. stopnje ipd.";"2017";"Tretje rojstvo ali veè";20
"40-44 let";"Visokošolska 3. stopnje ipd.";"2018";"Prvo rojstvo";25
"40-44 let";"Visokošolska 3. stopnje ipd.";"2018";"Drugo rojstvo";29
"40-44 let";"Visokošolska 3. stopnje ipd.";"2018";"Tretje rojstvo ali veè";16
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2010";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2011";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2012";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2013";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2014";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2015";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2016";"Tretje rojstvo ali veè";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2017";"Tretje rojstvo ali veè";1
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Prvo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Drugo rojstvo";0
"45+ let";"Brez izobrazbe, nepopolna osnovnošolska";"2018";"Tretje rojstvo ali veè";0
"45+ let";"Osnovnošolska";"2010";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2010";"Drugo rojstvo";0
"45+ let";"Osnovnošolska";"2010";"Tretje rojstvo ali veè";1
"45+ let";"Osnovnošolska";"2011";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2011";"Drugo rojstvo";0
"45+ let";"Osnovnošolska";"2011";"Tretje rojstvo ali veè";1
"45+ let";"Osnovnošolska";"2012";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2012";"Drugo rojstvo";2
"45+ let";"Osnovnošolska";"2012";"Tretje rojstvo ali veè";0
"45+ let";"Osnovnošolska";"2013";"Prvo rojstvo";2
"45+ let";"Osnovnošolska";"2013";"Drugo rojstvo";3
"45+ let";"Osnovnošolska";"2013";"Tretje rojstvo ali veè";2
"45+ let";"Osnovnošolska";"2014";"Prvo rojstvo";1
"45+ let";"Osnovnošolska";"2014";"Drugo rojstvo";0
"45+ let";"Osnovnošolska";"2014";"Tretje rojstvo ali veè";1
"45+ let";"Osnovnošolska";"2015";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2015";"Drugo rojstvo";0
"45+ let";"Osnovnošolska";"2015";"Tretje rojstvo ali veè";0
"45+ let";"Osnovnošolska";"2016";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2016";"Drugo rojstvo";1
"45+ let";"Osnovnošolska";"2016";"Tretje rojstvo ali veè";4
"45+ let";"Osnovnošolska";"2017";"Prvo rojstvo";1
"45+ let";"Osnovnošolska";"2017";"Drugo rojstvo";1
"45+ let";"Osnovnošolska";"2017";"Tretje rojstvo ali veè";0
"45+ let";"Osnovnošolska";"2018";"Prvo rojstvo";0
"45+ let";"Osnovnošolska";"2018";"Drugo rojstvo";0
"45+ let";"Osnovnošolska";"2018";"Tretje rojstvo ali veè";1
"45+ let";"Nižja poklicna, srednja poklicna";"2010";"Prvo rojstvo";2
"45+ let";"Nižja poklicna, srednja poklicna";"2010";"Drugo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2010";"Tretje rojstvo ali veè";4
"45+ let";"Nižja poklicna, srednja poklicna";"2011";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2011";"Drugo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2011";"Tretje rojstvo ali veè";1
"45+ let";"Nižja poklicna, srednja poklicna";"2012";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2012";"Drugo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2012";"Tretje rojstvo ali veè";2
"45+ let";"Nižja poklicna, srednja poklicna";"2013";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2013";"Drugo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2013";"Tretje rojstvo ali veè";3
"45+ let";"Nižja poklicna, srednja poklicna";"2014";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2014";"Drugo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2014";"Tretje rojstvo ali veè";1
"45+ let";"Nižja poklicna, srednja poklicna";"2015";"Prvo rojstvo";2
"45+ let";"Nižja poklicna, srednja poklicna";"2015";"Drugo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2015";"Tretje rojstvo ali veè";3
"45+ let";"Nižja poklicna, srednja poklicna";"2016";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2016";"Drugo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2016";"Tretje rojstvo ali veè";0
"45+ let";"Nižja poklicna, srednja poklicna";"2017";"Prvo rojstvo";0
"45+ let";"Nižja poklicna, srednja poklicna";"2017";"Drugo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2017";"Tretje rojstvo ali veè";2
"45+ let";"Nižja poklicna, srednja poklicna";"2018";"Prvo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2018";"Drugo rojstvo";1
"45+ let";"Nižja poklicna, srednja poklicna";"2018";"Tretje rojstvo ali veè";5
"45+ let";"Srednja strokovna, srednja splošna";"2010";"Prvo rojstvo";0
"45+ let";"Srednja strokovna, srednja splošna";"2010";"Drugo rojstvo";4
"45+ let";"Srednja strokovna, srednja splošna";"2010";"Tretje rojstvo ali veè";0
"45+ let";"Srednja strokovna, srednja splošna";"2011";"Prvo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2011";"Drugo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2011";"Tretje rojstvo ali veè";2
"45+ let";"Srednja strokovna, srednja splošna";"2012";"Prvo rojstvo";4
"45+ let";"Srednja strokovna, srednja splošna";"2012";"Drugo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2012";"Tretje rojstvo ali veè";3
"45+ let";"Srednja strokovna, srednja splošna";"2013";"Prvo rojstvo";1
"45+ let";"Srednja strokovna, srednja splošna";"2013";"Drugo rojstvo";0
"45+ let";"Srednja strokovna, srednja splošna";"2013";"Tretje rojstvo ali veè";2
"45+ let";"Srednja strokovna, srednja splošna";"2014";"Prvo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2014";"Drugo rojstvo";3
"45+ let";"Srednja strokovna, srednja splošna";"2014";"Tretje rojstvo ali veè";6
"45+ let";"Srednja strokovna, srednja splošna";"2015";"Prvo rojstvo";3
"45+ let";"Srednja strokovna, srednja splošna";"2015";"Drugo rojstvo";0
"45+ let";"Srednja strokovna, srednja splošna";"2015";"Tretje rojstvo ali veè";1
"45+ let";"Srednja strokovna, srednja splošna";"2016";"Prvo rojstvo";0
"45+ let";"Srednja strokovna, srednja splošna";"2016";"Drugo rojstvo";1
"45+ let";"Srednja strokovna, srednja splošna";"2016";"Tretje rojstvo ali veè";4
"45+ let";"Srednja strokovna, srednja splošna";"2017";"Prvo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2017";"Drugo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2017";"Tretje rojstvo ali veè";1
"45+ let";"Srednja strokovna, srednja splošna";"2018";"Prvo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2018";"Drugo rojstvo";2
"45+ let";"Srednja strokovna, srednja splošna";"2018";"Tretje rojstvo ali veè";7
"45+ let";"Visokošolska 1. stopnje ipd.";"2010";"Prvo rojstvo";2
"45+ let";"Visokošolska 1. stopnje ipd.";"2010";"Drugo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2010";"Tretje rojstvo ali veè";4
"45+ let";"Visokošolska 1. stopnje ipd.";"2011";"Prvo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2011";"Drugo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2011";"Tretje rojstvo ali veè";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2012";"Prvo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2012";"Drugo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2012";"Tretje rojstvo ali veè";3
"45+ let";"Visokošolska 1. stopnje ipd.";"2013";"Prvo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2013";"Drugo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2013";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2014";"Prvo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2014";"Drugo rojstvo";2
"45+ let";"Visokošolska 1. stopnje ipd.";"2014";"Tretje rojstvo ali veè";2
"45+ let";"Visokošolska 1. stopnje ipd.";"2015";"Prvo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2015";"Drugo rojstvo";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2015";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 1. stopnje ipd.";"2016";"Prvo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2016";"Drugo rojstvo";2
"45+ let";"Visokošolska 1. stopnje ipd.";"2016";"Tretje rojstvo ali veè";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2017";"Prvo rojstvo";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2017";"Drugo rojstvo";3
"45+ let";"Visokošolska 1. stopnje ipd.";"2017";"Tretje rojstvo ali veè";1
"45+ let";"Visokošolska 1. stopnje ipd.";"2018";"Prvo rojstvo";4
"45+ let";"Visokošolska 1. stopnje ipd.";"2018";"Drugo rojstvo";2
"45+ let";"Visokošolska 1. stopnje ipd.";"2018";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 2. stopnje ipd.";"2010";"Prvo rojstvo";6
"45+ let";"Visokošolska 2. stopnje ipd.";"2010";"Drugo rojstvo";4
"45+ let";"Visokošolska 2. stopnje ipd.";"2010";"Tretje rojstvo ali veè";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2011";"Prvo rojstvo";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2011";"Drugo rojstvo";1
"45+ let";"Visokošolska 2. stopnje ipd.";"2011";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 2. stopnje ipd.";"2012";"Prvo rojstvo";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2012";"Drugo rojstvo";1
"45+ let";"Visokošolska 2. stopnje ipd.";"2012";"Tretje rojstvo ali veè";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2013";"Prvo rojstvo";1
"45+ let";"Visokošolska 2. stopnje ipd.";"2013";"Drugo rojstvo";4
"45+ let";"Visokošolska 2. stopnje ipd.";"2013";"Tretje rojstvo ali veè";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2014";"Prvo rojstvo";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2014";"Drugo rojstvo";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2014";"Tretje rojstvo ali veè";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2015";"Prvo rojstvo";6
"45+ let";"Visokošolska 2. stopnje ipd.";"2015";"Drugo rojstvo";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2015";"Tretje rojstvo ali veè";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2016";"Prvo rojstvo";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2016";"Drugo rojstvo";9
"45+ let";"Visokošolska 2. stopnje ipd.";"2016";"Tretje rojstvo ali veè";1
"45+ let";"Visokošolska 2. stopnje ipd.";"2017";"Prvo rojstvo";9
"45+ let";"Visokošolska 2. stopnje ipd.";"2017";"Drugo rojstvo";4
"45+ let";"Visokošolska 2. stopnje ipd.";"2017";"Tretje rojstvo ali veè";3
"45+ let";"Visokošolska 2. stopnje ipd.";"2018";"Prvo rojstvo";2
"45+ let";"Visokošolska 2. stopnje ipd.";"2018";"Drugo rojstvo";5
"45+ let";"Visokošolska 2. stopnje ipd.";"2018";"Tretje rojstvo ali veè";7
"45+ let";"Visokošolska 3. stopnje ipd.";"2010";"Prvo rojstvo";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2010";"Drugo rojstvo";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2010";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2011";"Prvo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2011";"Drugo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2011";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2012";"Prvo rojstvo";2
"45+ let";"Visokošolska 3. stopnje ipd.";"2012";"Drugo rojstvo";2
"45+ let";"Visokošolska 3. stopnje ipd.";"2012";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2013";"Prvo rojstvo";2
"45+ let";"Visokošolska 3. stopnje ipd.";"2013";"Drugo rojstvo";2
"45+ let";"Visokošolska 3. stopnje ipd.";"2013";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2014";"Prvo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2014";"Drugo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2014";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2015";"Prvo rojstvo";3
"45+ let";"Visokošolska 3. stopnje ipd.";"2015";"Drugo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2015";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2016";"Prvo rojstvo";4
"45+ let";"Visokošolska 3. stopnje ipd.";"2016";"Drugo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2016";"Tretje rojstvo ali veè";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2017";"Prvo rojstvo";3
"45+ let";"Visokošolska 3. stopnje ipd.";"2017";"Drugo rojstvo";1
"45+ let";"Visokošolska 3. stopnje ipd.";"2017";"Tretje rojstvo ali veè";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2018";"Prvo rojstvo";2
"45+ let";"Visokošolska 3. stopnje ipd.";"2018";"Drugo rojstvo";0
"45+ let";"Visokošolska 3. stopnje ipd.";"2018";"Tretje rojstvo ali veè";3
